,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,total_sqft,yr_sold,age,basement,distance_from_city,distance_from_airport
18883,2014-08-24,325000.0,4,2.5,1820,9161,1.0,0.0,0,4.0,7.0,98058,10981,2014,45,1.0,23.115405656842025,10.110531469913228
18885,2014-07-18,430000.0,3,2.5,1400,7508,2.0,0.0,0,4.0,7.0,98034,8908,2014,33,0.0,17.95876597704604,32.68519030853508
18887,2014-07-20,385000.0,3,1.75,2370,6360,1.0,0.0,3,3.0,7.0,98178,8730,2014,66,1.0,13.593833489373933,8.150541809109686
18889,2014-07-21,550000.0,4,1.0,2420,15520,2.0,0.0,0,4.0,7.0,98006,17940,2014,75,0.0,15.314042980727228,19.08419571710263
18891,2014-07-21,503000.0,4,2.75,2100,7350,1.0,0.0,0,5.0,7.0,98034,9450,2014,42,1.0,17.387732811863092,32.15813116782187
18892,2014-08-19,676000.0,4,2.5,2800,5368,2.0,0.0,0,3.0,8.0,98074,8168,2014,17,0.0,21.140200840782214,26.086554507087545
18894,2014-06-11,234000.0,3,2.0,1640,5280,1.5,0.0,0,5.0,6.0,98002,6920,2014,110,0.0,34.48305447157717,16.382618017140622
18895,2014-05-12,734200.0,4,2.5,2760,5000,1.5,0.0,0,5.0,7.0,98107,7760,2014,92,1.0,7.6623134295495525,25.979384151758214
18898,2014-12-09,224000.0,3,1.75,1100,10125,1.0,0.0,0,4.0,7.0,98092,11225,2014,51,0.0,36.137414362797216,20.05678758357166
18900,2014-09-19,185000.0,3,1.0,1320,7155,1.0,0.0,0,4.0,6.0,98002,8475,2014,59,0.0,36.84791785928337,18.58633875624821
18902,2014-08-25,268000.0,3,1.75,1480,8009,1.0,0.0,0,3.0,7.0,98032,9489,2014,40,1.0,27.243868978933637,8.80268791285583
18903,2014-09-15,675000.0,4,2.25,2260,8715,1.0,0.0,0,4.0,8.0,98008,10975,2014,44,1.0,17.254995796337138,24.824953551327457
18904,2014-07-11,620000.0,4,2.25,2210,10039,1.0,0.0,0,4.0,8.0,98052,12249,2014,53,1.0,17.775674318216545,25.97165141031267
18906,2014-08-20,565000.0,5,1.75,1910,9720,1.0,0.0,0,4.0,7.0,98006,11630,2014,65,1.0,13.639196509048418,18.30990375024933
18907,2014-08-24,410000.0,3,1.75,1760,3520,1.0,0.0,0,3.0,7.0,98144,5280,2014,54,1.0,4.17849465721341,14.863769244736899
18911,2014-07-11,640000.0,4,2.75,3040,7274,2.0,0.0,3,3.0,9.0,98125,10314,2014,34,1.0,12.942964787099282,30.58630125476324
18912,2014-09-10,374000.0,2,1.0,1140,5650,1.0,0.0,1,3.0,6.0,98116,6790,2014,100,1.0,6.487737150088674,14.912132970142356
18913,2015-04-15,415000.0,4,2.0,1780,12161,1.0,0.0,0,5.0,7.0,98155,13941,2015,70,1.0,18.534357416014807,36.82313982825739
18915,2014-09-04,365000.0,3,2.5,1484,1761,3.0,0.0,0,3.0,7.0,98115,3245,2014,17,0.0,8.59678442033412,26.78963618856521
18916,2014-09-14,600000.0,4,2.5,2230,12753,1.0,0.0,0,4.0,7.0,98074,14983,2014,39,1.0,22.76172078376624,28.881985548252263
18918,2015-04-22,254999.0,3,1.0,1580,7560,1.0,0.0,0,4.0,7.0,98001,9140,2015,44,1.0,31.00363513668612,12.55560891455104
18919,2014-09-16,279000.0,4,2.5,2040,8076,2.0,0.0,0,3.0,7.0,98042,10116,2014,26,0.0,33.00705645712929,19.015819490109042
18921,2014-07-28,507000.0,4,2.25,1490,956,2.0,0.0,0,3.0,7.0,98122,2446,2014,15,1.0,2.8077783122683315,19.4307335028496
18922,2014-05-20,291000.0,3,1.75,1560,9788,1.0,0.0,0,3.0,7.0,98178,11348,2014,56,0.0,15.687448452409486,7.501456110075125
18923,2014-12-02,350000.0,2,1.5,830,1077,2.0,0.0,0,3.0,7.0,98122,1907,2014,14,0.0,1.235976717391585,18.077389284262647
18924,2014-11-29,90000.0,3,1.0,980,2490,2.0,0.0,0,4.0,6.0,98092,3470,2014,51,0.0,34.32515609202436,16.69795487013545
18926,2014-08-14,909000.0,4,2.5,3680,11648,2.0,0.0,0,3.0,10.0,98006,15328,2014,34,0.0,17.901901152595673,19.549281418136594
18927,2014-10-15,187000.0,2,1.0,860,5400,1.0,0.0,0,4.0,5.0,98056,6260,2014,67,0.0,17.827358633186577,11.195152263826117
18928,2014-07-09,580000.0,3,1.75,1850,5100,1.0,0.0,0,3.0,7.0,98105,6950,2014,111,1.0,5.872879679293802,24.178057564897223
18933,2015-04-02,910000.0,3,2.5,2720,7250,2.0,0.0,0,3.0,9.0,98033,9970,2015,30,0.0,13.852928739875924,28.46697660021268
18934,2014-06-04,399950.0,3,1.5,2080,5244,1.0,0.0,0,3.0,7.0,98125,7324,2014,61,1.0,12.236259847780465,30.105679689109323
18936,2014-12-29,559000.0,4,1.75,2250,8458,1.0,0.0,0,3.0,8.0,98136,10708,2014,66,1.0,10.053060156312903,10.78222155329101
18937,2014-07-09,309000.0,3,2.25,1980,8755,1.0,0.0,0,4.0,7.0,98198,10735,2014,57,1.0,24.00581682907187,5.888248771570602
18939,2014-05-20,259000.0,3,1.0,1320,8625,1.0,0.0,0,4.0,7.0,98056,9945,2014,63,0.0,17.56702935310944,10.572802513903557
18940,2014-11-24,950000.0,5,2.0,2940,5500,2.0,0.0,0,4.0,9.0,98102,8440,2014,111,1.0,4.417300958614875,22.61098943643243
18941,2014-12-02,320000.0,4,1.0,1460,7200,1.5,0.0,0,4.0,7.0,98155,8660,2014,65,0.0,17.05198270882854,35.189714965171056
18945,2014-12-24,480000.0,2,2.0,1140,12000,1.0,0.0,0,3.0,6.0,98027,13140,2014,77,0.0,24.489921301345312,22.373418418889155
18948,2014-10-01,420000.0,3,1.5,1130,5413,1.0,0.0,0,3.0,7.0,98125,6543,2014,74,1.0,10.516885566925248,28.76472665540449
18952,2014-06-11,308900.0,3,2.5,2250,7294,2.0,0.0,0,3.0,8.0,98092,9544,2014,26,0.0,39.37674532189714,21.105019008358987
18954,2015-01-28,665000.0,2,2.5,2300,6984,1.0,0.0,0,3.0,8.0,98053,9284,2015,14,0.0,26.447311630341893,36.46924041514254
18955,2014-09-03,577000.0,3,1.75,1740,5500,1.0,0.0,0,5.0,7.0,98116,7240,2014,67,1.0,5.655421535318852,16.401781532476317
18956,2014-09-17,959000.0,3,2.5,2830,3750,3.0,0.0,0,3.0,10.0,98117,6580,2014,6,0.0,8.816761735352337,26.99812488416588
18957,2014-06-26,471000.0,2,1.75,1240,6417,1.0,0.0,0,5.0,7.0,98126,7657,2014,96,0.0,7.845840366092309,12.573217632793998
18958,2015-04-21,560000.0,3,2.5,2180,7169,2.0,0.0,0,3.0,8.0,98029,9349,2015,30,0.0,25.299040154890516,26.605011621540257
18959,2014-05-14,955000.0,5,2.25,2510,9887,2.0,0.0,0,3.0,8.0,98040,12397,2014,48,0.0,11.770692677723275,11.6490967761592
18963,2014-09-15,485000.0,3,2.5,2270,7887,2.0,0.0,2,3.0,8.0,98065,10157,2014,16,0.0,36.96271719536102,34.969964957576956
18966,2015-03-16,203700.0,3,2.0,1660,7958,1.0,0.0,0,3.0,7.0,98092,9618,2015,37,1.0,34.43444400037192,17.00386192383223
18967,2014-07-09,412000.0,4,3.5,3360,9767,2.0,0.0,0,3.0,9.0,98023,13127,2014,30,1.0,33.717415897953835,15.80206353022469
18968,2015-01-06,237500.0,3,2.0,1350,8960,1.0,0.0,0,4.0,7.0,98038,10310,2015,34,0.0,35.01223584246588,21.35393082440702
18969,2014-08-15,866800.0,4,3.5,2970,5000,2.0,0.0,2,3.0,9.0,98117,7970,2014,19,1.0,9.052776069555925,26.971358835962107
18970,2015-03-10,425000.0,3,1.0,1000,5100,1.0,0.0,0,3.0,7.0,98115,6100,2015,74,1.0,9.192051772270274,26.917222432096732
18971,2014-06-25,200000.0,3,2.0,1190,6833,1.0,0.0,0,3.0,7.0,98092,8023,2014,25,0.0,34.15629741728667,16.58439595824678
18972,2014-09-29,280000.0,3,1.75,1670,6034,1.0,0.0,0,3.0,7.0,98118,7704,2014,63,1.0,10.358694768273208,8.676042040797899
18973,2014-11-26,140000.0,3,1.5,1200,2002,2.0,0.0,0,3.0,8.0,98055,3202,2014,54,0.0,19.22615904265135,8.822119643346168
18975,2014-09-16,550000.0,2,0.75,1040,4000,1.0,0.0,0,3.0,7.0,98119,5040,2014,111,1.0,5.31537256745228,23.421997312583194
18978,2014-05-28,510000.0,4,1.5,2040,8800,1.0,0.0,0,4.0,7.0,98007,10840,2014,59,1.0,14.754108469580123,20.926269916038972
18979,2014-07-16,351000.0,3,1.0,1160,10518,1.0,0.0,0,3.0,7.0,98028,11678,2014,60,0.0,16.468524651574235,32.88459687317041
18982,2014-05-19,137000.0,3,1.0,950,7620,1.0,0.0,0,3.0,6.0,98106,8570,2014,66,0.0,10.057786556785528,8.898130874681502
18986,2015-04-09,940000.0,4,1.5,2430,3600,2.5,0.0,0,3.0,8.0,98112,6030,2015,40,0.0,4.814523800838966,21.32311462351693
18989,2015-03-21,365000.0,3,2.0,2030,8649,1.0,0.0,0,3.0,7.0,98056,10679,2015,22,0.0,16.85125552496623,12.467602151806354
18990,2014-05-22,353250.0,2,1.0,1060,1600,2.0,0.0,0,3.0,7.0,98144,2660,2014,41,0.0,3.751602087671269,16.151599187562756
18991,2015-04-29,455000.0,2,1.5,1090,6750,1.0,0.0,0,3.0,7.0,98117,7840,2015,78,1.0,9.59078020837114,27.61737037910003
18993,2014-11-24,571500.0,4,1.75,1920,7455,1.0,0.0,0,4.0,7.0,98125,9375,2014,81,1.0,11.979240384677087,29.69961351686224
18994,2015-03-28,441000.0,2,1.0,1150,3000,1.0,0.0,0,3.0,6.0,98118,4150,2015,105,1.0,6.05403408299376,13.231881227095391
18996,2015-04-09,550000.0,3,2.25,1880,11556,2.0,0.0,0,3.0,8.0,98074,13436,2015,33,0.0,22.820614642934565,28.82355842259747
18997,2014-07-02,736000.0,2,1.0,1500,4000,1.0,0.0,0,3.0,8.0,98109,5500,2014,87,1.0,3.8909918790287494,22.266584402675264
18999,2015-02-05,717500.0,3,2.5,2530,9932,2.0,0.0,0,3.0,8.0,98052,12462,2015,25,0.0,15.675992884119168,28.888597861554622
19003,2014-12-08,225000.0,3,2.0,1100,5200,1.0,0.0,0,3.0,6.0,98042,6300,2014,51,0.0,33.384427677993756,18.853242588403813
19004,2014-06-18,315000.0,3,2.5,1730,6368,2.0,0.0,0,3.0,7.0,98038,8098,2014,27,0.0,36.56937910842314,22.767604016541288
19006,2014-06-25,346500.0,3,1.0,1150,11802,1.0,0.0,0,4.0,7.0,98106,12952,2014,88,0.0,5.425987572618025,13.938701035282914
19009,2014-12-24,1000000.0,4,2.0,3100,8000,1.5,0.0,0,5.0,7.0,98103,11100,2014,81,1.0,8.589830840500023,26.931969925470852
19010,2014-08-05,400000.0,2,2.0,2010,3797,1.5,0.0,0,3.0,7.0,98108,5807,2014,98,1.0,5.588230429989026,12.935345540291838
19012,2014-07-08,623000.0,3,1.75,2050,16313,1.0,0.0,0,2.0,8.0,98040,18363,2014,47,0.0,9.961979197219348,16.01297493134838
19015,2015-04-08,482000.0,2,1.5,1300,1229,2.0,0.0,0,3.0,8.0,98107,2529,2015,20,1.0,7.782508891269917,26.051944477042447
19016,2014-08-21,770000.0,3,2.5,2730,11380,2.0,0.0,0,3.0,10.0,98075,14110,2014,25,0.0,21.077113761146325,23.814992764684675
19018,2014-07-08,720000.0,4,2.25,2410,8400,2.0,0.0,0,5.0,8.0,98008,10810,2014,55,0.0,16.315438888722632,24.472120481551304
19020,2014-07-29,512000.0,4,2.5,2600,4506,2.0,0.0,0,3.0,9.0,98056,7106,2014,15,0.0,15.150612167487669,11.628167197754061
19024,2014-09-24,680000.0,3,1.75,2330,9652,1.0,0.0,0,4.0,8.0,98040,11982,2014,52,1.0,10.156451310588327,15.753499989119492
19026,2014-11-25,707000.0,4,2.25,2920,17023,1.0,0.0,0,4.0,9.0,98006,19943,2014,43,1.0,16.05114203917988,17.933442870707335
19029,2014-11-04,290000.0,4,1.75,2090,12750,1.0,0.0,0,3.0,8.0,98166,14840,2014,53,1.0,14.40774462225695,5.743260272922945
19030,2015-04-17,425000.0,4,1.75,1910,16785,1.0,0.0,0,4.0,7.0,98028,18695,2015,39,0.0,17.207253231203307,34.13331054267773
19031,2015-01-26,925000.0,3,2.75,3280,10558,1.0,0.0,2,4.0,9.0,98006,13838,2015,41,1.0,16.043145216673373,18.152520142426027
19032,2014-12-19,340500.0,3,1.0,1770,12458,1.0,0.0,0,3.0,7.0,98155,14228,2014,63,0.0,18.81013426469173,36.52103063745166
19033,2014-11-21,365000.0,2,1.0,920,6600,1.0,0.0,0,4.0,6.0,98118,7520,2014,110,0.0,6.911305963999691,12.71575557607381
19034,2014-07-10,725000.0,3,1.75,1690,8489,1.0,0.0,0,4.0,7.0,98004,10179,2014,61,0.0,10.726153783188101,20.031935008582714
19035,2014-07-02,811000.0,3,3.0,2470,7410,2.0,0.0,0,5.0,8.0,98117,9880,2014,43,1.0,10.429214437631881,28.61171660219091
19036,2014-12-10,299000.0,3,1.0,1040,9514,1.0,0.0,0,4.0,7.0,98059,10554,2014,51,0.0,21.62132906812933,15.996556822278034
19037,2015-04-21,287500.0,4,2.0,1220,9147,1.0,0.0,0,5.0,7.0,98146,10367,2015,67,0.0,11.880883505383869,6.896287734232924
19041,2014-10-17,522500.0,4,1.75,2100,6480,1.0,0.0,0,5.0,7.0,98177,8580,2014,73,1.0,10.913368148405265,29.35940853805301
19042,2015-03-12,399500.0,4,1.5,1660,6617,1.0,0.0,0,5.0,7.0,98155,8277,2015,73,0.0,14.584388770113227,32.871291956031286
19043,2015-05-04,450000.0,3,1.0,1430,5960,1.5,0.0,0,4.0,7.0,98118,7390,2015,103,0.0,6.174058247294843,13.197474131142002
19045,2015-03-27,289999.0,3,2.0,1490,9285,1.0,0.0,0,3.0,8.0,98092,10775,2015,25,0.0,33.857270216882505,16.545461546813733
19051,2014-05-02,430000.0,4,1.5,1920,10000,1.0,0.0,0,4.0,7.0,98006,11920,2014,66,1.0,15.657084948078161,19.121417827481107
19052,2014-06-03,402500.0,3,3.25,2780,4002,2.0,0.0,0,3.0,8.0,98019,6782,2014,11,0.0,31.01004374166156,40.99256802417818
19054,2014-10-28,275000.0,3,2.25,1820,9766,1.0,0.0,0,4.0,7.0,98031,11586,2014,33,1.0,25.461602440431037,9.043326247504494
19055,2014-06-03,250000.0,3,2.25,1765,7652,2.0,0.0,0,3.0,7.0,98003,9417,2014,24,0.0,33.43221581762855,15.280580967443862
19056,2014-05-23,665000.0,3,2.75,1800,9550,1.0,0.0,0,4.0,7.0,98006,11350,2014,54,1.0,12.594732266858593,16.647188394463292
19058,2014-07-22,760000.0,2,1.0,1410,3600,1.5,0.0,0,4.0,7.0,98103,5010,2014,95,1.0,6.836041798861113,25.256636208043997
19059,2014-08-14,447000.0,3,2.5,1650,3076,2.0,0.0,0,3.0,7.0,98053,4726,2014,17,0.0,23.92950409201294,33.19597155737746
19060,2014-07-08,205000.0,3,1.0,1180,8240,1.0,0.0,0,4.0,7.0,98003,9420,2014,53,0.0,30.63490264689521,12.42549622693793
19061,2014-05-06,191000.0,3,1.5,800,8850,1.0,0.0,0,4.0,6.0,98023,9650,2014,61,0.0,31.286907308348933,13.455236159235623
19062,2015-03-16,350000.0,2,1.75,1430,7921,1.0,0.0,0,3.0,7.0,98146,9351,2015,37,0.0,11.34780727991831,8.927872404642295
19063,2015-03-30,789888.0,5,3.5,3300,7860,2.0,0.0,0,3.0,9.0,98006,11160,2015,19,1.0,12.73640342638549,14.077389034885108
19064,2015-03-23,443000.0,2,1.0,1220,10170,1.0,0.0,0,3.0,7.0,98125,11390,2015,72,1.0,13.536285705263031,31.85556795690697
19065,2014-09-29,695000.0,4,3.5,3530,7202,2.0,0.0,0,3.0,9.0,98177,10732,2014,20,1.0,14.112088394471341,32.560547905380055
19066,2015-02-13,560000.0,4,2.0,1380,4048,1.5,0.0,0,4.0,7.0,98103,5428,2015,114,0.0,5.627159678171696,24.07492804851005
19075,2014-11-03,250000.0,2,1.0,800,5220,1.0,0.0,0,3.0,6.0,98125,6020,2014,77,0.0,10.693662122151725,28.942323821212412
19080,2014-12-11,665000.0,3,1.0,1650,5102,1.0,0.0,0,4.0,8.0,98199,6752,2014,67,1.0,7.1345445685328786,24.445416625290658
19081,2014-07-24,375000.0,3,2.75,1890,3930,2.0,0.0,0,3.0,8.0,98065,5820,2014,21,0.0,36.05848425538149,34.141992379965835
19082,2015-03-03,420000.0,4,2.5,3360,11637,2.0,0.0,0,3.0,11.0,98023,14997,2015,30,0.0,34.03182752074201,16.041444150886495
19083,2014-07-08,148000.0,2,1.0,630,4200,1.0,0.0,0,3.0,6.0,98106,4830,2014,90,0.0,8.402210380745478,10.521580954025982
19084,2014-07-29,707000.0,3,1.5,1980,4000,2.0,0.0,0,3.0,8.0,98109,5980,2014,101,0.0,3.3700545888999027,21.748222082452862
19085,2014-11-12,399000.0,3,1.0,990,4250,1.0,0.0,0,4.0,7.0,98136,5240,2014,96,1.0,8.681770592639156,12.52948975873334
19088,2014-12-22,400000.0,3,1.0,1300,14138,1.0,0.0,0,4.0,7.0,98005,15438,2014,77,0.0,12.859494187010887,19.51963630644778
19090,2015-01-06,463000.0,3,1.0,1250,7700,1.0,0.0,0,4.0,7.0,98007,8950,2015,65,0.0,13.998895329747906,20.580520474414502
19091,2014-06-03,600000.0,4,2.5,1960,14242,1.0,0.0,1,4.0,8.0,98146,16202,2014,62,1.0,12.845056959217562,7.609395798421521
19092,2014-10-28,429000.0,5,2.5,2720,8120,1.0,0.0,0,3.0,7.0,98108,10840,2014,50,1.0,6.023481320634758,12.616572934125388
19093,2014-09-04,980000.0,4,4.25,3250,11780,2.0,0.0,0,3.0,8.0,98004,15030,2014,76,1.0,10.25810101979828,22.232392752966536
19095,2014-11-07,715000.0,4,2.5,2570,7980,2.0,0.0,0,3.0,9.0,98074,10550,2014,22,0.0,20.50420267734257,27.949221812183456
19096,2015-03-25,240000.0,3,1.75,1420,6984,1.0,0.0,0,4.0,7.0,98030,8404,2015,40,1.0,28.41437016603782,11.919352450657831
19097,2014-12-15,455000.0,4,2.0,2120,9442,1.0,0.0,0,5.0,7.0,98011,11562,2014,52,1.0,19.51395395146782,36.44299790361437
19103,2014-09-10,353000.0,2,1.0,860,8511,1.0,0.0,0,3.0,7.0,98125,9371,2014,71,0.0,13.939827346743293,31.96582522559098
19104,2014-09-23,747500.0,4,2.5,2810,11902,2.0,0.0,0,4.0,9.0,98059,14712,2014,27,0.0,16.797809482923387,15.326136781953574
19106,2014-11-24,182000.0,3,1.0,1160,18055,1.0,0.0,0,2.0,5.0,98168,19215,2014,70,0.0,15.360627406863479,4.472908132772298
19107,2014-12-02,250000.0,3,2.0,1470,2781,2.0,0.0,0,3.0,6.0,98038,4251,2014,17,0.0,37.075931811984056,23.380042028259165
19108,2014-05-21,655000.0,4,3.5,2350,13402,2.0,0.0,3,3.0,8.0,98033,15752,2014,26,1.0,14.521961922116454,29.13806754048935
19109,2014-05-07,405000.0,3,2.25,1660,8307,1.0,0.0,0,4.0,8.0,98133,9967,2014,59,0.0,16.659426148086,35.09149940023607
19111,2014-10-08,275400.0,2,1.0,890,8180,1.0,0.0,0,3.0,7.0,98155,9070,2014,73,0.0,14.573245031270277,32.610346077660395
19113,2014-05-08,424500.0,3,1.75,1460,7700,1.0,0.0,0,3.0,7.0,98052,9160,2014,41,0.0,18.521164631213388,31.17125286581024
19116,2015-03-04,163000.0,2,2.0,1250,7543,1.0,0.0,0,3.0,7.0,98198,8793,2015,58,0.0,22.739598921364955,4.293448795122214
19119,2014-07-24,325000.0,3,1.75,1810,8048,1.0,0.0,0,4.0,7.0,98055,9858,2014,37,1.0,20.659154866124872,8.108777162440017
19125,2014-11-14,430000.0,3,2.0,2350,12480,1.0,0.0,0,3.0,7.0,98028,14830,2014,39,1.0,18.400352880645436,35.96680397686262
19126,2014-11-18,266490.0,3,2.5,1810,4113,2.0,0.0,0,3.0,7.0,98042,5923,2014,16,0.0,30.61792290522612,15.44744255080355
19128,2014-11-14,635500.0,3,2.0,1660,3600,1.0,0.0,0,3.0,7.0,98103,5260,2014,81,1.0,7.966019276435954,26.414157143546117
19130,2015-04-27,885000.0,3,2.5,2880,11443,2.0,0.0,0,4.0,9.0,98006,14323,2015,34,0.0,17.521156810407316,19.54354165277595
19131,2014-08-18,352500.0,3,1.0,1470,8400,1.0,0.0,0,4.0,7.0,98133,9870,2014,67,0.0,17.25832636122652,35.693239944564795
19132,2014-07-09,450000.0,3,2.5,1460,7573,2.0,0.0,0,3.0,8.0,98007,9033,2014,37,0.0,14.567709732898777,21.2669082002529
19134,2014-09-19,1050000.0,3,2.25,2480,15022,1.0,0.0,4,3.0,9.0,98136,17502,2014,53,1.0,7.923767865848077,13.759536409899255
19135,2014-11-21,476000.0,2,2.25,1140,1332,3.0,0.0,0,3.0,8.0,98103,2472,2014,21,0.0,5.375045277434669,23.772079745537905
19136,2014-05-07,375000.0,3,2.5,1830,13042,2.0,0.0,0,3.0,8.0,98038,14872,2014,30,0.0,34.087904253028114,21.009638974236825
19137,2014-09-09,600600.0,4,3.5,3110,6829,2.0,0.0,0,3.0,8.0,98148,9939,2014,6,0.0,19.24471890779283,2.200654063336349
19138,2014-11-17,567000.0,4,1.75,2630,11213,1.0,0.0,2,4.0,8.0,98177,13843,2014,72,1.0,12.198111055612632,30.63628288200007
19140,2014-06-04,190000.0,5,2.0,1750,10284,1.0,0.0,0,4.0,5.0,98056,12034,2014,77,0.0,15.875064142155024,11.589971170126875
19143,2015-03-11,685000.0,3,2.0,2500,6733,1.0,0.0,0,3.0,8.0,98107,9233,2015,41,1.0,7.0383541322750425,25.443714266795876
19146,2014-08-01,423800.0,3,2.5,1940,7415,2.0,0.0,0,3.0,8.0,98006,9355,2014,55,0.0,14.006936144453427,14.447185391854624
19147,2015-05-04,460000.0,3,2.25,1453,2225,2.0,0.0,0,4.0,8.0,98006,3678,2015,34,0.0,13.193753142181349,13.954483131252433
19148,2014-07-22,434000.0,3,2.75,1830,3200,2.0,0.0,0,3.0,8.0,98034,5030,2014,29,0.0,14.817881629499707,30.864726636343086
19149,2015-04-14,244000.0,3,1.0,2000,15900,1.0,0.0,0,3.0,6.0,98178,17900,2015,72,1.0,16.00212584265216,6.670075826264219
19150,2015-02-17,348125.0,3,1.0,1400,8451,1.5,0.0,0,3.0,7.0,98133,9851,2015,67,0.0,18.21247761339898,36.584316165598736
19152,2014-05-08,230000.0,3,1.0,1390,16000,1.0,0.0,0,4.0,6.0,98001,17390,2014,60,0.0,35.9226606298905,17.505331178462942
19154,2015-03-23,393000.0,5,2.0,1820,5054,1.0,0.0,0,4.0,7.0,98108,6874,2015,50,1.0,6.515239469687286,12.35361390642954
19155,2014-12-21,517000.0,2,1.0,1140,3750,1.0,0.0,0,4.0,7.0,98103,4890,2014,95,0.0,6.01685693467258,24.461906273989673
19158,2015-03-10,205950.0,3,1.0,970,11963,1.0,0.0,0,4.0,6.0,98198,12933,2015,50,0.0,25.64940723086894,7.396615356166899
19159,2014-12-03,209000.0,3,1.0,1320,3954,1.5,0.0,0,3.0,6.0,98022,5274,2014,108,0.0,51.904224919032636,35.46233353808163
19160,2014-06-12,430000.0,4,1.75,1890,6000,1.0,0.0,0,4.0,6.0,98125,7890,2014,73,1.0,13.457599093868334,31.544301944981672
19161,2015-03-01,534000.0,4,1.75,2040,2750,1.5,0.0,0,4.0,6.0,98105,4790,2015,94,1.0,7.353689002724746,25.142809247465564
19164,2014-11-18,475000.0,4,2.25,1970,7532,1.0,0.0,0,3.0,8.0,98052,9502,2014,37,1.0,21.134293476104023,34.137058413821165
19167,2015-01-20,279000.0,4,2.75,2180,8475,1.0,0.0,0,4.0,7.0,98031,10655,2015,33,1.0,25.648034586656284,10.533082350559635
19168,2015-04-14,350000.0,3,2.0,1440,5469,1.0,0.0,0,3.0,8.0,98029,6909,2015,32,0.0,24.12016396222082,25.90191495030758
19169,2015-04-21,660000.0,4,2.25,3180,13653,2.0,0.0,0,3.0,9.0,98074,16833,2015,42,0.0,21.520228506275807,28.16293480878928
19170,2015-02-18,324950.0,2,1.5,1643,14616,1.0,0.0,1,4.0,7.0,98198,16259,2015,66,0.0,23.48000507660465,5.197577757806059
19172,2014-07-18,187300.0,2,1.0,1310,7697,1.0,0.0,0,3.0,6.0,98146,9007,2014,70,1.0,12.240878463488741,7.0002719176673684
19173,2014-05-20,345600.0,5,3.5,2800,5120,2.5,0.0,0,3.0,9.0,98122,7920,2014,117,0.0,1.9001250338928104,18.052460453257844
19174,2014-11-24,400000.0,3,1.5,1510,7642,1.0,0.0,0,3.0,7.0,98008,9152,2014,61,0.0,16.460859318870337,22.089702442078007
19175,2015-01-22,935000.0,5,3.0,2700,5001,2.0,0.0,0,3.0,10.0,98115,7701,2015,11,0.0,8.856283012513344,26.41807734332794
19176,2014-07-15,374000.0,4,1.75,2220,15600,1.0,0.0,0,5.0,7.0,98056,17820,2014,57,1.0,18.088410336764415,11.525876626750174
19179,2014-09-08,1000000.0,4,2.5,2230,3600,2.0,0.0,0,5.0,8.0,98112,5830,2014,114,1.0,3.167117425364323,20.77147437239629
19180,2014-06-26,216500.0,2,1.75,1390,4482,1.0,0.0,0,4.0,8.0,98198,5872,2014,40,0.0,25.530069861329604,7.358663900639216
19182,2014-07-30,360000.0,4,2.5,3200,7282,2.0,0.0,0,3.0,9.0,98188,10482,2014,13,0.0,19.92629546385861,1.7575725839997576
19183,2015-01-22,699999.0,3,0.75,1240,4000,1.0,0.0,0,4.0,7.0,98112,5240,2015,52,0.0,3.3602064888506473,20.044906720390003
19187,2014-05-08,930000.0,3,3.25,2640,4080,2.0,0.0,0,3.0,9.0,98105,6720,2014,108,1.0,6.215134410627006,24.521571791968707
19188,2014-09-22,727500.0,3,2.0,2660,5000,1.5,0.0,3,3.0,8.0,98116,7660,2014,110,1.0,4.483877330067882,16.61835242248608
19189,2015-03-12,325000.0,4,1.75,1670,9500,1.0,0.0,0,3.0,7.0,98125,11170,2015,44,0.0,13.17990675660559,31.327296720364735
19190,2014-09-05,695000.0,3,3.25,3080,12100,2.0,0.0,0,3.0,8.0,98117,15180,2014,36,1.0,10.783011342306706,28.880216271886173
19191,2014-06-25,585000.0,4,2.75,2890,6825,1.0,0.0,0,3.0,8.0,98034,9715,2014,47,1.0,18.093505735894738,33.49948369795138
19194,2014-06-26,359000.0,5,1.75,1940,6654,1.5,0.0,0,4.0,7.0,98166,8594,2014,67,0.0,15.849051558284017,4.995729574052022
19196,2015-01-28,374500.0,3,1.0,960,9531,1.0,0.0,0,5.0,7.0,98072,10491,2015,51,0.0,21.45359602815874,36.89231247335039
19198,2014-12-03,900000.0,3,2.5,2320,5000,2.0,0.0,0,3.0,8.0,98112,7320,2014,113,1.0,3.910275301167898,20.48806607088891
19201,2015-05-08,512500.0,4,1.75,1620,4240,1.5,0.0,0,5.0,7.0,98144,5860,2015,104,0.0,4.131212704124006,14.580259372556927
19203,2014-07-31,589000.0,3,2.5,2320,5663,2.0,0.0,0,3.0,8.0,98027,7983,2014,17,0.0,21.30751129775968,20.373772367358352
19204,2015-03-23,539950.0,3,2.5,1330,2183,3.0,0.0,0,3.0,8.0,98117,3513,2015,6,0.0,10.32206858115721,28.748947868527782
19206,2015-01-08,218250.0,3,1.0,1270,7344,1.0,0.0,0,3.0,7.0,98023,8614,2015,53,1.0,33.77982119779901,16.256224999011135
19207,2015-02-25,675000.0,4,3.5,2550,3600,2.0,0.0,2,3.0,8.0,98177,6150,2015,23,1.0,18.559748549370017,36.974454559073266
